date,Idx_SnP500,Bonds_US_10Y,Com_Silver,Bonds_CHN_1Y,Bonds_BRZ_10Y,Com_Milk,Idx_SnPVIX,EPU_Mainland China,Com_Coking_Coal,Com_Corn,Com_Cocoa,Com_Cotton,Com_HRC_Steel,Com_Lumber,Com_Nickel,Com_NaturalGas,Com_Oat,Com_Wool,Com_Rice,Com_Sugar,Com_Iron_Ore,EX_USD_CNY,Idx_Shanghai,EPU_Australia,EPU_Brazil,EPU_Canada,EPU_Chile,EPU_France,EPU_Greece,EPU_India,EPU_Ireland,EPU_Italy,EPU_Japan,EPU_Korea,EPU_Pakistan,EPU_Russia,EPU_Spain,EPU_UK,EPU_US,Idx_MOVE,Idx_US_PMI,Idx_US_IPI,Idx_US_IPI_chg,Idx_US_CPI_chg,Idx_US_UnemploymentRate_chg,Com_Gold
2013-03-25,1551.69,1.92,28.81,2.76,9.86,17.01,13.74,90.5134379,1238.0,733.25,2130.0,86.59,608.0,382.5,16902.5,3.865,401.0,1081.0,14.92,17.97,140.7,6.2027,2326.71484,81.99257427563724,205.7545029521027,258.2416616847668,70.89022064208984,259.2550886514177,147.1745001694791,155.1834860861343,100.495122889095,241.0182060966629,124.5863940442361,125.9201736450195,40.9110012868484,230.1564246151677,129.8958435058594,274.7190201132244,146.1158615985082,57.67,54.2,99.047,0.4036,-0.655,-0.2,1604.9
2013-03-26,1563.77,1.911,28.71,2.74,9.87,17.06,12.77,90.5134379,1236.0,730.25,2146.0,88.04,608.0,384.2,16708.5,3.976,399.75,1069.0,14.99,17.78,140.5,6.2038,2297.66943,81.99257427563724,205.7545029521027,258.2416616847668,70.89022064208984,259.2550886514177,147.1745001694791,155.1834860861343,100.495122889095,241.0182060966629,124.5863940442361,125.9201736450195,40.9110012868484,230.1564246151677,129.8958435058594,274.7190201132244,146.1158615985082,56.1,54.2,99.047,0.4036,-0.655,-0.2,1598.59
2013-03-27,1562.85,1.845,28.63,2.66,9.87,17.05,13.15,90.5134379,1232.0,735.25,2150.0,88.53,615.0,381.2,16782.5,4.068,412.5,1069.0,15.33,17.85,140.04,6.2087,2301.25952,81.99257427563724,205.7545029521027,258.2416616847668,70.89022064208984,259.2550886514177,147.1745001694791,155.1834860861343,100.495122889095,241.0182060966629,124.5863940442361,125.9201736450195,40.9110012868484,230.1564246151677,129.8958435058594,274.7190201132244,146.1158615985082,56.1,54.2,99.047,0.4036,-0.655,-0.2,1604.79
2013-03-28,1569.19,1.852,28.32,2.7,10.1,16.97,12.7,90.5134379,1232.0,695.25,2170.0,88.46,615.0,391.2,16589.5,4.024,396.25,1069.0,15.36,17.66,139.87,6.2058,2236.302,81.99257427563724,205.7545029521027,258.2416616847668,70.89022064208984,259.2550886514177,147.1745001694791,155.1834860861343,100.495122889095,241.0182060966629,124.5863940442361,125.9201736450195,40.9110012868484,230.1564246151677,129.8958435058594,274.7190201132244,146.1158615985082,57.3,54.2,99.047,0.4036,-0.655,-0.2,1596.17
2013-03-29,1569.19,1.8486,28.32,2.641,10.1,16.97,12.7,90.5134379,1229.0,709.0,2211.74,84.96,615.0,391.2,16589.5,4.03,426.25,1069.0,15.36,17.97,139.87,6.203,2236.621,81.99257427563724,205.7545029521027,258.2416616847668,70.89022064208984,259.2550886514177,147.1745001694791,155.1834860861343,100.495122889095,241.0182060966629,124.5863940442361,125.9201736450195,40.9110012868484,230.1564246151677,129.8958435058594,274.7190201132244,146.1158615985082,57.3,54.2,99.047,0.4036,-0.655,-0.2,1595.8
2013-04-01,1562.17,1.835,28.01,2.67,10.06,16.97,13.58,119.6711113,1205.0,642.25,2184.0,87.39,615.0,385.8,16589.5,4.015,376.25,1069.0,15.26,17.69,136.7,6.2018,2234.39526,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,56.2,51.3,98.9445,-0.1025,-0.485,0.1,1598.4
2013-04-02,1570.25,1.862,27.2,2.7,10.04,16.95,12.78,119.6711113,1203.0,640.5,2171.0,88.87,612.0,375.9,16307.0,3.969,367.5,1069.0,15.76,17.59,136.59,6.1918,2227.74,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,56.0,51.3,98.9445,-0.1025,-0.485,0.1,1575.24
2013-04-03,1553.69,1.816,26.92,2.65,10.06,17.42,14.21,119.6711113,1211.0,641.5,2150.0,89.22,612.0,376.3,16033.0,3.9,362.0,1069.0,15.65,17.5,136.8,6.193,2225.295,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,57.9,51.3,98.9445,-0.1025,-0.485,0.1,1557.35
2013-04-04,1559.98,1.766,26.89,2.65,9.9,17.45,13.89,119.6711113,1211.0,630.0,2141.0,88.33,613.0,379.8,16025.5,3.947,359.0,1069.0,15.66,17.67,137.2,6.1982,2225.295,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,56.9,51.3,98.9445,-0.1025,-0.485,0.1,1552.71
2013-04-05,1553.28,1.714,27.3,2.65,9.58,17.52,13.92,119.6711113,1211.0,629.0,2132.0,86.79,608.0,374.1,15876.5,4.125,359.5,1069.0,15.49,17.65,136.54,6.198,2225.295,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,54.8,51.3,98.9445,-0.1025,-0.485,0.1,1581.5
2013-04-08,1563.07,1.745,27.25,2.67,9.61,17.6,13.19,119.6711113,1199.0,633.5,2185.0,85.38,608.0,377.2,15976.5,4.082,363.75,1069.0,15.58,17.7,137.52,6.1963,2211.59229,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,54.9,51.3,98.9445,-0.1025,-0.485,0.1,1573.09
2013-04-09,1568.61,1.752,27.93,2.73,9.64,17.54,12.84,119.6711113,1213.0,644.25,2219.0,84.64,608.0,375.4,16132.5,4.017,367.5,1046.0,15.7,17.72,138.23,6.1893,2225.77441,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,52.7,51.3,98.9445,-0.1025,-0.485,0.1,1584.7
2013-04-10,1587.73,1.805,27.61,2.63,9.59,17.52,12.36,119.6711113,1212.0,649.0,2214.0,85.37,608.0,372.2,15979.0,4.085,369.25,1046.0,15.67,17.9,138.68,6.1835,2226.126,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,53.9,51.3,98.9445,-0.1025,-0.485,0.1,1558.14
2013-04-11,1593.37,1.791,27.6,2.63,9.638,17.59,12.24,119.6711113,1210.0,651.25,2234.0,84.66,601.0,373.6,16200.0,4.139,373.75,999.0,15.76,17.84,139.0,6.1823,2219.55273,106.7886309103192,130.4967750556662,206.530905749281,68.9395751953125,300.5311551650807,109.0217479657939,148.7508060570438,106.577589781898,199.6965626735863,95.14094068153179,134.6317901611328,57.4295793571571,167.3418324851372,143.9474487304688,240.4774159821957,135.4405916493297,52.6,51.3,98.9445,-0.1025,-0.485,0.1,1560.74
